id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form
6096,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. The overall probability of vaccination is 10%. The probability of lack of vaccination and smallpox survival is 46%. The probability of vaccination and smallpox survival is 7%. Is the chance of smallpox survival larger when observing vaccination?",yes,"Let X = vaccination status; V3 = vaccination reaction; V2 = getting smallpox; Y = smallpox survival.
X->V3,X->V2,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.10
P(Y=1, X=0=1) = 0.46
P(Y=1, X=1=1) = 0.07
0.07/0.10 - 0.46/0.90 = 0.12
0.12 > 0",1,correlation,diamond,vaccine_kills,hard,P(Y | X)
6168,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Medication has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. The overall probability of taking medication is 19%. The probability of not taking medication and healthy heart is 50%. The probability of taking medication and healthy heart is 11%. Is the chance of healthy heart larger when observing taking medication?",no,"Let X = medication; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.19
P(Y=1, X=0=1) = 0.50
P(Y=1, X=1=1) = 0.11
0.11/0.19 - 0.50/0.81 = -0.07
-0.07 < 0",1,correlation,mediation,blood_pressure,hard,P(Y | X)
6176,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Medication has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. For people not taking any medication and with low blood pressure, the probability of healthy heart is 35%. For people not taking any medication and with high blood pressure, the probability of healthy heart is 70%. For people taking medication and with low blood pressure, the probability of healthy heart is 7%. For people taking medication and with high blood pressure, the probability of healthy heart is 44%. For people not taking any medication, the probability of high blood pressure is 7%. For people taking medication, the probability of high blood pressure is 82%. If we disregard the mediation effect through blood pressure, would medication negatively affect heart condition?",yes,"Let X = medication; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]
\sum_{V2=v} P(V2=v|X=0)*[P(Y=1|X=1,V2=v) - P(Y=1|X=0, V2=v)]
P(Y=1 | X=0, V2=0) = 0.35
P(Y=1 | X=0, V2=1) = 0.70
P(Y=1 | X=1, V2=0) = 0.07
P(Y=1 | X=1, V2=1) = 0.44
P(V2=1 | X=0) = 0.07
P(V2=1 | X=1) = 0.82
0.07 * (0.44 - 0.07) + 0.82 * (0.70 - 0.35) = -0.27
-0.27 < 0",3,nde,mediation,blood_pressure,hard,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]"
6192,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Medication has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. The overall probability of taking medication is 9%. For people not taking any medication, the probability of healthy heart is 95%. For people taking medication, the probability of healthy heart is 28%. Is healthy heart more likely than heart problems overall?",yes,"Let X = medication; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.09
P(Y=1 | X=0) = 0.95
P(Y=1 | X=1) = 0.28
0.09*0.28 - 0.91*0.95 = 0.88
0.88 > 0",1,marginal,mediation,blood_pressure,hard,P(Y)
6200,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Medication has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. For people not taking any medication and with low blood pressure, the probability of healthy heart is 46%. For people not taking any medication and with high blood pressure, the probability of healthy heart is 68%. For people taking medication and with low blood pressure, the probability of healthy heart is 7%. For people taking medication and with high blood pressure, the probability of healthy heart is 43%. For people not taking any medication, the probability of high blood pressure is 82%. For people taking medication, the probability of high blood pressure is 45%. Does medication negatively affect heart condition through blood pressure?",yes,"Let X = medication; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]
P(Y=1 | X=0, V2=0) = 0.46
P(Y=1 | X=0, V2=1) = 0.68
P(Y=1 | X=1, V2=0) = 0.07
P(Y=1 | X=1, V2=1) = 0.43
P(V2=1 | X=0) = 0.82
P(V2=1 | X=1) = 0.45
0.45 * (0.68 - 0.46)+ 0.82 * (0.43 - 0.07)= -0.08
-0.08 < 0",3,nie,mediation,blood_pressure,hard,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]"
6264,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. For people who are famous, the correlation between attractive appearance and talent is -0.01. If we look at people who are famous, does it mean that attractive appearance does not affect talent?",yes,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",2,collider_bias,collision,celebrity,hard,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]"
6272,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. The overall probability of attractive appearance is 93%. For people considered unattractive, the probability of talent is 80%. For people considered attractive, the probability of talent is 80%. Is talent more likely than lack of talent overall?",yes,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.93
P(Y=1 | X=0) = 0.80
P(Y=1 | X=1) = 0.80
0.93*0.80 - 0.07*0.80 = 0.80
0.80 > 0",1,marginal,collision,celebrity,hard,P(Y)
6296,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. The overall probability of attractive appearance is 94%. For people considered unattractive, the probability of talent is 83%. For people considered attractive, the probability of talent is 83%. Is talent less likely than lack of talent overall?",no,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.94
P(Y=1 | X=0) = 0.83
P(Y=1 | X=1) = 0.83
0.94*0.83 - 0.06*0.83 = 0.83
0.83 > 0",1,marginal,collision,celebrity,hard,P(Y)
6320,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. Method 1: We look directly at how appearance correlates with talent in general. Method 2: We look at this correlation case by case according to fame. To understand how appearance affects talent, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,collision,celebrity,hard,[backdoor adjustment set for Y given X]
6328,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. Method 1: We look at how appearance correlates with talent case by case according to fame. Method 2: We look directly at how appearance correlates with talent in general. To understand how appearance affects talent, is it more correct to use the Method 1 than Method 2?",no,"nan
nan
nan
nan
nan
nan
nan",2,backadj,collision,celebrity,hard,[backdoor adjustment set for Y given X]
6344,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. Method 1: We look directly at how appearance correlates with talent in general. Method 2: We look at this correlation case by case according to fame. To understand how appearance affects talent, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,collision,celebrity,hard,[backdoor adjustment set for Y given X]
6400,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved. The overall probability of taking of all assigned drugs is 32%. For patients that have not taken any drugs, the probability of low cholesterol is 31%. For patients that have taken all assigned drugs, the probability of low cholesterol is 50%. Is low cholesterol more likely than high cholesterol overall?",no,"Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.
V1->X,V2->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.32
P(Y=1 | X=0) = 0.31
P(Y=1 | X=1) = 0.50
0.32*0.50 - 0.68*0.31 = 0.37
0.37 > 0",1,marginal,IV,cholesterol,hard,P(Y)
6432,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on drug taken and cholesterol level. Treatment assignment has a direct effect on drug taken. Drug taken has a direct effect on cholesterol level. Unobserved confounders is unobserved. The overall probability of taking of all assigned drugs is 45%. The probability of not taking of any assigned drugs and low cholesterol is 45%. The probability of taking of all assigned drugs and low cholesterol is 40%. Is the chance of low cholesterol larger when observing taking of all assigned drugs?",yes,"Let V2 = treatment assignment; V1 = unobserved confounders; X = drug taken; Y = cholesterol level.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.45
P(Y=1, X=0=1) = 0.45
P(Y=1, X=1=1) = 0.40
0.40/0.45 - 0.45/0.55 = 0.07
0.07 > 0",1,correlation,IV,cholesterol,hard,P(Y | X)
6440,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on salary. For people without a college degree, the probability of high salary is 22%. For people with a college degree or higher, the probability of high salary is 51%. Will college degree or higher increase the chance of high salary?",yes,"Let X = education level; V2 = skill; Y = salary.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.22
P(Y=1 | X=1) = 0.51
0.51 - 0.22 = 0.29
0.29 > 0",2,ate,chain,college_salary,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)]
6456,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on salary. For people without a college degree, the probability of high salary is 24%. For people with a college degree or higher, the probability of high salary is 47%. Does education level negatively affect salary through skill?",no,"Let X = education level; V2 = skill; Y = salary.
X->V2,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.24
P(Y=1 | X=1) = 0.47
0.47 - 0.24 = 0.23
0.23 > 0",3,nie,chain,college_salary,hard,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]"
6472,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on salary. The overall probability of college degree or higher is 81%. For people without a college degree, the probability of high salary is 43%. For people with a college degree or higher, the probability of high salary is 72%. Is high salary more likely than low salary overall?",yes,"Let X = education level; V2 = skill; Y = salary.
X->V2,V2->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.81
P(Y=1 | X=0) = 0.43
P(Y=1 | X=1) = 0.72
0.81*0.72 - 0.19*0.43 = 0.67
0.67 > 0",1,marginal,chain,college_salary,hard,P(Y)
